isin,ticker,yahoo_symbol,status
LU0292104030,DXSG,DXSG.DE,suffix
IE000T8QD852,YCHP,YCHP.DE,suffix
IE00BKWQ0K51,SPYK,SPYK.DE,suffix
DE000ETFL292,EL43,EL43.DE,suffix
IE00BWBXM385,ZPDS,ZPDS.DE,suffix
IE00BF0H7608,ETLI,ETLI.DE,suffix
IE000X7DRW38,DGXU,DGXU.DE,suffix
IE000L2SA8K5,EWQA,EWQA.DE,suffix
IE00BKY59G90,H4Z1,H4Z1.DE,suffix
IE00BHJYDV33,DEAM,DEAM.DE,suffix
IE00BN4Q0602,AW16,AW16.DE,suffix
IE00BYXPXK00,IS07,IS07.DE,suffix
IE000KD0BZ68,XGEN,XGEN.DE,suffix
IE000E02WFD5,SHOR,SHOR.DE,suffix
IE00BZ163L38,VGEM,VGEM.DE,suffix
LU2314312922,9W1A,9W1A.DE,suffix
IE00B0M63060,IQQD,IQQD.DE,suffix
IE000X8M8M80,FEBB,FEBB.DE,suffix
DE0006289481,EXHC,EXHC.DE,suffix
IE00BCHWNV48,XUIN,XUIN.DE,suffix
IE000OHEH5Y9,IQGE,IQGE.DE,suffix
LU2470620845,AHYH,AHYH.DE,suffix
IE00BHZPJ908,EDMU,EDMU.DE,suffix
IE00BFMXYY33,VJPE,VJPE.DE,suffix
LU2552296563,XY2D,XY2D.DE,suffix
IE000Q0UH3Y7,28IX,28IX.DE,suffix
IE00BM8R0J59,QYLE,QYLE.DE,suffix
LU1048317025,UEF0,UEF0.DE,suffix
LU2408468291,AW1M,AW1M.DE,suffix
IE00BHZPHZ28,EMNE,EMNE.DE,suffix
IE00BLCHJZ35,XFIN,XFIN.DE,suffix
IE00BJ5JNZ06,CBUF,CBUF.DE,suffix
IE00BG0J4C88,L0CK,L0CK.DE,suffix
IE00BJ5JP105,5MVW,5MVW.DE,suffix
FR0014002IH8,MBTC,MBTC.DE,suffix
IE00B44CGS96,EUNX,EUNX.DE,suffix
IE00BYSX4283,FEUQ,FEUQ.DE,suffix
IE00BDD48R20,VUSC,VUSC.DE,suffix
IE00BWBXM724,ZPDI,ZPDI.DE,suffix
IE00BP3QZJ36,IS3U,IS3U.DE,suffix
IE00BZ0XVG69,WTIG,WTIG.DE,suffix
LU2581375156,XSX7,XSX7.DE,suffix
IE000UX5WPU4,XYPL,XYPL.DE,suffix
IE0006FIW9Z0,JEQE,JEQE.DE,suffix
IE00BQWJFQ70,ZPRI,ZPRI.DE,suffix
IE000KDY10O3,W3B3,W3B3.DE,suffix
IE000I5MBLC4,JEUS,JEUS.DE,suffix
IE00BSPLC306,ZPRW,ZPRW.DE,suffix
LU1781541252,LCUJ,LCUJ.DE,suffix
IE000UZCJS58,XNZW,XNZW.DE,suffix
IE000893FCN6,H417,H417.DE,suffix
IE00BJXT3B87,4UBK,4UBK.DE,suffix
IE0001A541Y3,JJEJ,JJEJ.DE,suffix
IE0000LTAD82,RHYE,RHYE.DE,suffix
IE00BK5BC677,XMLH,XMLH.DE,suffix
IE000F04HGE5,XFLN,XFLN.DE,suffix
DE000A0D8Q49,EXX5,EXX5.DE,suffix
IE00BMDPBZ72,FLX5,FLX5.DE,suffix
IE000DS9ZCL4,JRDC,JRDC.DE,suffix
DE000ETFL524,ELFE,ELFE.DE,suffix
IE000PB4LRO2,CLWD,CLWD.MI,suffix
IE000UYVEVN3,US4D,US4D.DE,suffix
IE000CH3OQ51,MXUE,MXUE.DE,suffix
DE0005933949,EXW3,EXW3.DE,suffix
IE000XLJ2JQ9,MWON,MWON.DE,suffix
IE00BLDGH447,SECD,SECD.DE,suffix
IE0009EGAHL0,IQUA,IQUA.DE,suffix
LU2082996385,E6BR,E6BR.DE,suffix
IE000TY854T9,CEB2,CEB2.DE,suffix
IE00BYQCZX56,WTDF,WTDF.DE,suffix
LU2491211004,BQGE,BQGE.DE,suffix
LU1920015366,XEMU,XEMU.DE,suffix
DE000ETFL631,D6RI,D6RI.DE,suffix
IE00BLR6QB00,DDOC,DDOC.DE,suffix
NL0010273801,VIGB,VIGB.DE,suffix
CH0475552201,ABCH,ABCH.DE,suffix
IE000A0RC215,BS28,BS28.DE,suffix
IE00BF4G7183,JREE,JREE.DE,suffix
LU1900066462,LEER,LEER.DE,suffix
LU1900066975,LKOR,LKOR.DE,suffix
IE000UJSC3C9,B29I,B29I.DE,suffix
LU1230561679,FRCJ,FRCJ.DE,suffix
LU2991918421,EQSP,EQSP.DE,suffix
IE000FJJZA01,QUS5,QUS5.DE,suffix
LU1525418643,A4H7,A4H7.DE,suffix
XS3068775009,PLTY,PLTY.L,suffix
LU2996613266,USBG,USBG.DE,suffix
LU1377382285,VALU,VALU.DE,suffix
IE0008SEV3B2,EGVD,EGVD.DE,suffix
IE00BYVTMS52,EQEU,EQEU.DE,suffix
IE000ANHU3J3,JMES,JMES.DE,suffix
IE000DPO6LM8,MIDS,MIDS.DE,suffix
FR0013041530,ESEH,ESEH.DE,suffix
IE0004D7VJE6,AFDT,AFDT.DE,suffix
IE00BP3QZ601,IS3Q,IS3Q.DE,suffix
IE000WQ16XQ4,XZDE,XZDE.DE,suffix
DE000ETFL474,ELFB,ELFB.DE,suffix
IE000UU299V4,HJAP,HJAP.DE,suffix
IE000M4Z0RA5,AXQT,AXQT.DE,suffix
LU2742532828,BJLU,BJLU.DE,suffix
IE0008UEVOE0,IVOA,IVOA.DE,suffix
IE0008471009,EUN2,EUN2.DE,suffix
IE000CWXN435,GCAG,GCAG.DE,suffix
XS2852999429,TSLI,TSLI.DE,suffix
IE000MDKBOB3,FJAN,FJAN.DE,suffix
LU0274211480,DBXD,DBXD.DE,suffix
IE000I25S1V5,BSE0,BSE0.DE,suffix
LU2573966905,AE5A,AE5A.DE,suffix
LU2037749152,PR1P,PR1P.DE,suffix
IE000O36LOH8,BS26,BS26.DE,suffix
IE00B7KQ7B66,UBU7,UBU7.DE,suffix
IE000ST59DS4,619A,619A.DE,suffix
DE000ETF7029,F702,F702.DE,suffix
IE00BHZRR147,FLXC,FLXC.DE,suffix
IE00079EUF59,BSE8,BSE8.DE,suffix
IE00BL25JM42,XDEV,XDEV.DE,suffix
IE000PJL7R74,PAUM,PAUM.DE,suffix
IE000AON7ET1,ARXX,ARXX.DE,suffix
IE000KCKFHE8,WGDP,WGDP.DE,suffix
IE00B48X4842,SPYX,SPYX.DE,suffix
IE00BF92LR56,5HED,5HED.DE,suffix
IE0004L7EQG2,HEUR,HEUR.DE,suffix
IE0008QIFH42,JGGE,JGGE.DE,suffix
LU1852211215,MDBA,MDBA.DE,suffix
LU2993390843,EDEA,EDEA.DE,suffix
IE00BYYW2V44,SPPE,SPPE.DE,suffix
IE000GOJO2A3,V3PA,V3PA.DE,suffix
LU0290357259,X710,X710.DE,suffix
IE00BD8PGZ49,IUSV,IUSV.DE,suffix
IE0006B9CPY7,GUHY,GUHY.DE,suffix
IE000WLR06P0,35AI,35AI.DE,suffix
LU0290357507,DBXF,DBXF.DE,suffix
IE000M284BG0,EUTA,EUTA.DE,suffix
LU2300294589,SADA,SADA.DE,suffix
LU1681047236,V50A,V50A.DE,suffix
IE0002Z12PN9,REM3,REM3.DE,suffix
LU1681045024,AMEL,AMEL.DE,suffix
IE000V04SL39,XZDU,XZDU.DE,suffix
LU0496786657,6TVM,6TVM.DE,suffix
LU0514695690,XCS6,XCS6.DE,suffix
BGROBET05176,ROX,ROX.DE,suffix
IE000P1G9TM6,ASWF,ASWF.DE,suffix
LU2197908721,NADQ,NADQ.DE,suffix
LU0322253229,DX2E,DX2E.DE,suffix
IE00BG36TC12,XZMJ,XZMJ.DE,suffix
LU0779800910,XCHA,XCHA.DE,suffix
IE000V93BNU0,PAUD,PAUD.DE,suffix
LU0274211217,XESX,XESX.DE,suffix
LU0446734104,UIMA,UIMA.DE,suffix
IE000YNVI4W4,IQHE,IQHE.DE,suffix
LU0484968812,XB4F,XB4F.DE,suffix
LU2606055775,AK8A,AK8A.DE,suffix
LU1280303014,UET1,UET1.DE,suffix
IE0001GSQ2O9,LWCR,LWCR.DE,suffix
LU1324516308,FRCK,FRCK.DE,suffix
IE000EGGFVG6,DEGC,DEGC.DE,suffix
IE000RSCXLM4,JAUS,JAUS.DE,suffix
IE00BJSBCS90,GASF,GASF.DE,suffix
IE00081SF8K7,JEEG,JEEG.DE,suffix
IE00BMVB5S82,V80D,V80D.DE,suffix
IE000D1017N2,VYGL,VYGL.DE,suffix
IE00BK5BR626,VGWE,VGWE.DE,suffix
LU2873560481,CEUH,CEUH.DE,suffix
IE00B94ZB998,SMLP,SMLP.DE,suffix
IE00B51B7Z02,H4ZR,HCAN.L,isin_search
LU1547515137,ASRD,ASRD.DE,suffix
LU2439735890,CNYE,CNYE.DE,suffix
IE000UZZ5SU2,JPGH,JPGH.DE,suffix
LU2037748774,ECR3,ECR3.DE,suffix
LU1615090864,EDEU,EDEU.DE,suffix
IE00013A2XD6,CBUQ,CBUQ.DE,suffix
IE00BL0BMZ89,VVGM,VVGM.DE,suffix
IE00069H3LK0,VEDA,VEDA.DE,suffix
IE00BK72HJ67,4UBH,4UBH.DE,suffix
IE000U58J0M1,Q8Y0,Q8Y0.DE,suffix
LU1291108642,EWRD,EWRD.DE,suffix
IE000TD3TI26,JPVA,JPVA.DE,suffix
LU2673523564,XB33,XB33.DE,suffix
LU1834983550,LBRE,LBRE.DE,suffix
LU0478205379,D5BG,D5BG.DE,suffix
IE000YKHGYN2,AWEX,AWEX.DE,suffix
IE000QLV3SY5,FVEM,FVEM.DE,suffix
DE000ETFL664,D6RU,D6RU.DE,suffix
IE00BKWQ0C77,SPYR,SPYR.DE,suffix
IE00BD6GCF16,FTGI,FTGI.DE,suffix
LU1655103643,OP5E,OP5E.DE,suffix
DE000ETFL110,EL4K,EL4K.DE,suffix
IE00B14X4M10,IQQN,IQQN.DE,suffix
IE00BH3YZ803,SMLK,SMLK.DE,suffix
IE00B3VWLG82,SXRD,SXRD.DE,suffix
IE00BM67HV82,XDWI,XDWI.DE,suffix
IE00BFXYHY63,OM3M,OM3M.DE,suffix
IE00B44T3H88,H4ZP,H4ZP.DE,suffix
IE00BYYXBF44,EHDL,EHDL.DE,suffix
IE00BK72HM96,4UB1,4UB1.DE,suffix
IE000CEUZ052,DRAM,DRAM.DE,suffix
IE00B44CND37,SYBT,SYBT.DE,suffix
LU0629459743,UIMM,UIMM.DE,suffix
IE0005TF96I9,CIB0,CIB0.DE,suffix
DE000ETFL169,EL4Q,EL4Q.DE,suffix
IE000M7V94E1,NUKL,NUKL.DE,suffix
IE00BDFBTQ78,WMIN,WMIN.DE,suffix
LU2895488661,TAAA,TAAA.DE,suffix
LU3281687668,CCNB,CCNB.DE,suffix
LU3104524593,MDUC,MDUC.DE,suffix
IE0003RQ9F90,BCFN,BCFN.DE,suffix
DE000ETFL144,EL4N,EL4N.DE,suffix
IE00B428Z604,IS0P,IS0P.DE,suffix
IE00BZ173T46,36B6,36B6.DE,suffix
IE00075IVKF9,U8NJ,U8NJ.DE,suffix
FR0010361683,LYMD,LYMD.DE,suffix
IE00BDF12W49,WTD8,WTD8.DE,suffix
IE00B4694Z11,SYBS,SYBS.DE,suffix
IE000QVYFUT7,XIGB,XIGB.DE,suffix
IE0008RX29L5,WDEY,WDEY.DE,suffix
IE000FO1A5D1,XEQW,XEQW.DE,suffix
IE00B5MTXJ97,SC0Y,SC0Y.DE,suffix
IE00BFNM3H51,SLUS,SLUS.DE,suffix
LU0476289466,D5BI,D5BI.DE,suffix
IE00BL25JL35,XDEQ,XDEQ.DE,suffix
IE00BMQ5Y557,TCRS,TCRS.DE,suffix
LU0832436512,LGQI,LGQI.DE,suffix
FR0010756114,ACM9,ACM9.DE,suffix
IE0004HBJKG0,ESAB,ESAB.DE,suffix
IE000L6ZMMC4,ALLW,ALLW.DE,suffix
IE00B6YX5B26,SPYV,SPYV.DE,suffix
IE000MRIQ479,LDGA,LDGA.DE,suffix
IE00B27YCN58,IUSD,IUSD.DE,suffix
IE000GLIXPP3,AIQT,AIQT.DE,suffix
IE00BMDV7354,JREA,JREA.DE,suffix
DE000ETFL441,ELF1,ELF1.DE,suffix
BGMACMB06181,MKK1,MKK1.DE,suffix
IE00B77D4428,UBU3,UBU3.DE,suffix
IE00BM67HK77,XDWH,XDWH.DE,suffix
IE000AY2ERH5,MNTE,MNTE.DE,suffix
IE0008YN0OY8,XWEB,XWEB.DE,suffix
IE000WV38GP5,CEMK,CEMK.DE,suffix
IE000ZOKLHY7,FOFD,FOFD.DE,suffix
IE000I2WYEU9,31IG,31IG.DE,suffix
IE00BZ036J45,XDGE,XDGE.DE,suffix
IE00BGDQ0V72,36B4,36B4.DE,suffix
LU2023678282,DRUP,DRUP.DE,suffix
LU1650488817,EGV5,EGV5.DE,suffix
IE000N5JOGS2,H41Q,H41Q.DE,suffix
IE00B3VWM098,SXRG,SXRG.DE,suffix
IE000C7DDDX4,FLXS,FLXS.DE,suffix
FR0007054358,LYSX,LYSX.DE,suffix
IE000W8WMSL2,WQTM,WQTM.DE,suffix
IE000ARLR807,FYUI,FYUI.DE,suffix
IE00063FT9K6,CEBS,CEBS.DE,suffix
IE000FO05UG4,XISP,XISP.DE,suffix
IE0008H4JHA2,3DUE,3DUE.DE,suffix
IE00B5MTWZ80,SC0X,SC0X.DE,suffix
LU0136240974,UIM5,UIM5.DE,suffix
IE00BYMS5W68,KFTK,KFTK.DE,suffix
LU2082997359,DFOP,DFOP.DE,suffix
DE000ETF7037,F703,F703.DE,suffix
LU2082999132,6TVL,6TVL.DE,suffix
IE0000CRTTJ9,LWCH,LWCH.DE,suffix
IE00B4YBJ215,SPY4,SPY4.DE,suffix
IE000TZT8TI0,XEMN,XEMN.DE,suffix
IE00BWT3KJ20,UBUV,UBUV.DE,suffix
LU0613540268,XBO2,XBO2.DE,suffix
IE0003WEWAX4,FOHW,FOHW.DE,suffix
LU2641054551,XG01,XG01.DE,suffix
LU0962078753,XGII,XGII.DE,suffix
LU3038520774,EDFS,EDFS.DE,suffix
IE00B9KNR336,ZPRA,ZPRA.DE,suffix
LU0322252338,DXS6,DXS6.DE,suffix
IE00069MGEE1,AIHT,AIHT.DE,suffix
IE00069JGT58,JSUE,JSUE.DE,suffix
IE000XD7KCJ7,RA7Z,RA7Z.DE,suffix
IE00BKPJY434,KSRE,KSRE.DE,suffix
IE00028H9QJ8,XGUE,XGUE.DE,suffix
LU3146950038,XZEA,XZEA.DE,suffix
IE000M46QA27,ESAR,ESAR.DE,suffix
IE000KLC2EN9,WDGF,WDGF.DE,suffix
LU1829219556,LYS4,LYS4.DE,suffix
IE00BF2GFK56,TRFE,TRFE.DE,suffix
IE00BYPHT736,XDEP,XDEP.DE,suffix
LU2823895847,BJLX,BJLX.DE,suffix
IE00021E4FE3,ECMA,ECMA.DE,suffix
IE00BQZJC527,WTES,WTES.DE,suffix
IE00B66F4759,EUNW,EUNW.DE,suffix
IE00053WDH64,HYDE,HYDE.DE,suffix
LU1291098314,ESRI,ESRI.DE,suffix
IE00BD1F4M44,QDVI,QDVI.DE,suffix
LU0274210672,XMUS,XMUS.DE,suffix
IE000N1ZEIG9,CTBA,CTBA.DE,suffix
IE00BMZ17W23,UEEA,UEEA.DE,suffix
IE000ER61U30,XZSE,XZSE.DE,suffix
LU2233156582,PRAB,PRAB.DE,suffix
IE00BLRPRF81,EMAB,EMAB.DE,suffix
IE00B979GK47,SPPD,SPPD.DE,suffix
IE000WA6L436,CEBE,CEBE.DE,suffix
IE000MKIH0W7,FUSV,FUSV.DE,suffix
IE00BP3QZD73,IS3T,IS3T.DE,suffix
IE000U882CN5,VLDP,VLDP.DE,suffix
LU1900068161,LASI,LASI.DE,suffix
LU0292104899,XS6R,XS6R.DE,suffix
LU1169822266,UFMA,UFMA.DE,suffix
IE000AP27VA7,JGPD,JGPD.DE,suffix
IE000NRGX9M3,V3DL,V3DL.DE,suffix
LU2881684745,BJL6,BJL6.DE,suffix
DE000ETFL375,EL49,EL49.DE,suffix
LU1377382368,LCEU,LCEU.DE,suffix
IE00BKWQ0Q14,SPYE,SPYE.DE,suffix
LU2082998167,OIGS,OIGS.DE,suffix
IE00BNGJJT35,SP2Q,SP2Q.DE,suffix
IE00BG370F43,XZEM,XZEM.DE,suffix
IE000OJ31JQ4,FTGN,FTGN.DE,suffix
IE0003BJ2JS4,WNUC,WNUC.DE,suffix
LU1600334798,UIMF,UIMF.DE,suffix
IE000IIED424,OP7E,OP7E.DE,suffix
IE000ZZJ48Q0,DVDG,DVDG.DE,suffix
IE000MJIXFE0,WEBC,WEBC.DE,suffix
LU1589349734,MIVU,MIVU.DE,suffix
IE000SDFJUU0,AVEU,AVEU.DE,suffix
LU3322522247,GLAD,GLAD.DE,suffix
IE000UQND7H4,H4ZY,H4ZY.DE,suffix
IE0005AJA0P1,LDGL,LDGL.DE,suffix
IE000DUSV4J5,UQM1,UQM1.DE,suffix
XS2901885553,METY,METY.DE,suffix
IE000O6Z73N7,KBOT,KBOT.DE,suffix
IE0008P6LL15,JGVE,JGVE.DE,suffix
IE00BFZXGZ54,EQQB,EQQB.DE,suffix
IE0009DRFET8,FTMS,FTMS.DE,suffix
IE000BZ1HVL2,SPFH,SPFH.DE,suffix
IE0009BI8Z04,WEXF,WEXF.DE,suffix
LU3322522163,FWD,FWD.DE,suffix
IE00BQT3WG13,36BZ,36BZ.DE,suffix
IE00B3VVMM84,VFEM,VFEM.DE,suffix
IE00BMDPBY65,FLXP,FLXP.DE,suffix
IE000R65LK54,UQE2,UQE2.DE,suffix
LU1650487926,EGV3,EGV3.DE,suffix
IE00BDR55471,AW1P,AW1P.DE,suffix
IE000JKS50V3,WELG,WELG.DE,suffix
IE00BYV1YH46,FGEU,FGEU.DE,suffix
IE000COQKPO9,N1ES,N1ES.DE,suffix
IE00B4P11460,PEML,PEML.DE,suffix
IE00BD1F4N50,QDVA,QDVA.DE,suffix
IE000O8S1EX4,T3MP,T3MP.DE,suffix
IE0006KNOFD1,FFGE,FFGE.DE,suffix
IE00BKWQ0N82,SPYT,SPYT.DE,suffix
IE00B23LNQ02,PSWD,PSWD.DE,suffix
IE00000EF730,EUEE,EUEE.DE,suffix
LU2385068163,XZWG,XZWG.DE,suffix
IE000BWITBP9,D26A,D26A.DE,suffix
LU3281688807,CCNI,CCNI.DE,suffix
IE00BYTH5S21,ZPD3,ZPD3.DE,suffix
IE000SU7USQ3,AWDT,AWDT.DE,suffix
IE00B1FZSC47,IUST,IUST.DE,suffix
IE000P3D0W60,WRNW,WRNW.DE,suffix
DE000A0F5UF5,EXXT,EXXT.DE,suffix
LU1291099718,EEUX,EEUX.DE,suffix
IE00B7J7TB45,IS0X,IS0X.DE,suffix
IE0009Y1MQJ2,FCRN,FCRN.DE,suffix
IE00B7LW6Y90,IS0M,IS0M.DE,suffix
IE00BKBF6H24,IWLE,IWLE.DE,suffix
LU3025346910,EDEN,EDEN.DE,suffix
IE0008TKP6O7,LESU,LESU.DE,suffix
IE00B02KXL92,IQQM,IQQM.DE,suffix
LU2859392081,GTIL,GTIL.DE,suffix
IE00BMH5Y871,BUG,BUG.DE,suffix
IE000YASIPS3,AIME,AIME.DE,suffix
LU0292106084,DXSL,DXSL.DE,suffix
LU0599613147,OSX6,OSX6.DE,suffix
IE00BD5FCF91,ZPRD,ZPRD.DE,suffix
LU0136234654,UIM6,UIM6.DE,suffix
IE00BFNNN236,WTEB,WTEB.DE,suffix
IE00BYXG2H39,2B70,2B70.DE,suffix
IE0009SJ3GE3,WELP,WELP.DE,suffix
IE00B60SX287,SC0I,SC0I.DE,suffix
IE00BLCHJT74,SN5R,SN5R.DE,suffix
IE0008LRGGP4,ASWN,ASWN.DE,suffix
IE00B27YCF74,IUSB,IUSB.DE,suffix
IE00BGYWT403,VECA,VECA.DE,suffix
IE000LAUZQT6,XWEV,XWEV.DE,suffix
DE0006289465,EXHA,EXHA.DE,suffix
IE00BMW3QX54,IROB,IROB.DE,suffix
IE00BKS7L097,5ESG,5ESG.DE,suffix
LU2611732632,C030,C030.DE,suffix
BGSRBBE05183,ESNB,ESNB.DE,suffix
IE000Q9IHH10,EUCL,EUCL.DE,suffix
LU1847674733,OP2E,OP2E.DE,suffix
IE00B5MTZ488,SC06,SC06.DE,suffix
LU1481201611,QUED,QUED.DE,suffix
IE00020O1MD6,CD1,CD1.DE,suffix
IE000VQZQ963,FEIG,FEIG.DE,suffix
IE0007SRI1C7,IB37,IB37.DE,suffix
IE000CVOSY02,DWLD,DWLD.DE,suffix
IE00BF16M727,CBRS,CBRS.DE,suffix
IE000UL6CLP7,SLVR,SLVR.DE,suffix
IE00BN4Q1675,AW12,AW12.DE,suffix
LU2572256746,C024,C024.DE,suffix
IE00BMDBMT65,ESGP,ESGP.DE,suffix
IE00BMW42520,ESIN,ESIN.DE,suffix
IE000MVWFDH1,JMAG,JMAG.DE,suffix
LU0292109005,XMEA,XMEA.DE,suffix
IE000XFP47S2,CEMB,CEMB.DE,suffix
IE000XG0ZRI7,GB1E,GB1E.DE,suffix
LU0969639474,CHSF,CHSF.DE,suffix
LU2095995895,JC11,JC11.DE,suffix
LU1681041114,FRNE,FRNE.DE,suffix
IE00B8FHGS14,IQQ0,IQQ0.DE,suffix
LU1681041460,MJMT,MJMT.DE,suffix
LU1459802754,UIMB,UIMB.DE,suffix
IE000OHXGWO8,RGSC,RGSC.DE,suffix
IE00B8GF1M35,SPYJ,SPYJ.DE,suffix
IE00B5MTY077,SC00,SC00.DE,suffix
LU1602144575,AMED,AMED.DE,suffix
LU0292104469,XS8R,XS8R.DE,suffix
IE0006R681H8,GSIB,GSIB.DE,suffix
IE00BLRPQP15,EMA5,EMA5.DE,suffix
IE0007WLHX89,3D3D,3D3D.DE,suffix
LU0677077884,XUEM,XUEM.DE,suffix
IE0009DRDY20,F50A,F50A.DE,suffix
LU1602144906,18MM,18MM.DE,suffix
IE00BKSBGV72,FGLR,FGLR.DE,suffix
DE000ETFL276,EL41,EL41.DE,suffix
IE000I1Q42S9,HQ5B,HQ5B.DE,suffix
IE00BM67HW99,XDPE,XDPE.DE,suffix
IE000IAPH329,AHYT,AHYT.DE,suffix
IE000XOS4OJ6,BE27,BE27.DE,suffix
LU2099992260,4UBR,4UBR.DE,suffix
IE00BFXR7892,KWBE,KWBE.DE,suffix
IE000VCBWFL8,XZDZ,XZDZ.DE,suffix
IE00B5MTYL84,SC03,SC03.DE,suffix
IE000OJ5TQP4,ASWC,ASWC.DE,suffix
IE00BMFKG444,XNAS,XNAS.DE,suffix
LU2533812058,BJLI,BJLI.DE,suffix
IE00BYQCZJ13,WTIF,WTIF.DE,suffix
IE000JS4ANL9,JGOV,JGOV.DE,suffix
IE000VMAR5O6,XBEE,XBEE.DE,suffix
IE00BM8R0N95,GN0M,GN0M.DE,suffix
FR0010150458,XEYX,XEYX.DE,suffix
IE00B4L60045,EUNT,EUNT.DE,suffix
LU1048313891,UEF5,UEF5.DE,suffix
IE000PPEL1I4,LNXB,LNXB.DE,suffix
IE000ZWSN3F7,GB1D,GB1D.DE,suffix
IE000JQ1PF28,USME,USME.DE,suffix
IE0008D0AIU9,ESAE,ESAE.DE,suffix
IE00BK5BCD43,XMLD,XMLD.DE,suffix
LU1681047319,V50D,V50D.DE,suffix
IE000NS5HRY9,XZDW,XZDW.DE,suffix
LU2611731741,C003,C003.DE,suffix
IE00BGR7L912,IBCC,IBCC.DE,suffix
IE000Y6L6LE6,XNZE,XNZE.DE,suffix
IE00BMVB5M21,V40A,V40A.DE,suffix
IE000QGWZZO0,JJEH,JJEH.DE,suffix
LU2130768844,EABE,EABE.DE,suffix
IE00BDR5H073,GGUE,GGUE.DE,suffix
LU0292100806,DXSC,DXSC.DE,suffix
IE000FYTRRJ6,JGSD,JGSD.DE,suffix
IE000GNOSM10,GXPE,GXPE.DE,suffix
IE0006S0EBF2,FTMQ,FTMQ.DE,suffix
LU1859444769,ASRI,ASRI.DE,suffix
IE00BKWQ0G16,SPYZ,SPYZ.DE,suffix
IE000E0V65D8,XBI0,XBI0.DE,suffix
IE000QF66PE6,5ESE,5ESE.DE,suffix
IE0000ZVYDH0,WELA,WELA.DE,suffix
IE00B4M7GH52,IBCJ,IBCJ.DE,suffix
IE00B9F5YL18,VGEJ,VGEJ.DE,suffix
IE000R85HL30,WEBD,WEBD.DE,suffix
LU2611731667,C007,C007.DE,suffix
IE00BNGFMX61,FJPR,FJPR.DE,suffix
LU1079841273,USCP,USCP.DE,suffix
IE00BF2FNQ44,TRD7,TRD7.DE,suffix
LU1287023268,LYXF,LYXF.DE,suffix
IE00B42Z5J44,IBCG,IBCG.DE,suffix
IE00026BEVM6,WELT,WELT.DE,suffix
CH1390861313,FW50,FW50.DE,suffix
IE000HYFO765,GQUS,GQUS.DE,suffix
LU2673523051,XM33,XM33.DE,suffix
IE000HDEYKM3,FYEI,FYEI.DE,suffix
IE00B41RYL63,SYBA,SYBA.DE,suffix
IE00BFNM3B99,SLMA,SLMA.DE,suffix
NL0009690254,TGBT,TGBT.DE,suffix
IE00B1FZS798,IUSM,IUSM.DE,suffix
FR0012739431,ETDD,ETDD.DE,suffix
LU2533810789,BJLH,BJLH.DE,suffix
IE00B57X3V84,IUSL,IUSL.DE,suffix
IE00BMH5YL08,CT3C,CT3C.DE,suffix
IE000YYE6WK5,DFEN,DFEN.DE,suffix
IE000L5NW549,CBUH,CBUH.DE,suffix
IE0005E47AH7,SDG9,SDG9.DE,suffix
IE00BYXVGX24,FUSD,FUSD.DE,suffix
DE000A41ZZJ4,STLZ,STLZ.DE,suffix
LU2023678449,GENY,GENY.DE,suffix
IE00BYSZ5V04,SPPX,SPPX.DE,suffix
IE00BD26N851,STUS,STUS.DE,suffix
LU1094612022,CGB,CGB.DE,suffix
IE00B3CNHJ55,ETLZ,ETLZ.DE,suffix
IE000UIPBPY3,BCRB,,no_data
IE00BMDBMY19,ESGM,ESGM.DE,suffix
IE00072RHT03,IVCS,IVCS.DE,suffix
LU2611732129,C006,C006.DE,suffix
LU1407887915,USB7,USB7.DE,suffix
IE00BJ5CNR11,GACA,GACA.DE,suffix
IE000LW5CCQ4,RHYG,RHYG.DE,suffix
IE000G2LIHG9,AYEE,AYEE.DE,suffix
LU1220245556,LGQK,LGQK.DE,suffix
IE0003ZXNJY5,CEB9,CEB9.DE,suffix
IE00BD1F4L37,QDVB,QDVB.DE,suffix
IE00BK5BQX27,VWCG,VWCG.DE,suffix
IE000U7L59A3,CBUC,CBUC.DE,suffix
LU0446734526,UIMD,UIMD.DE,suffix
IE000ST7KGV2,UQE1,UQE1.DE,suffix
DE0005933923,EXS3,EXS3.DE,suffix
LU2098179695,CHSD,CHSD.DE,suffix
IE0007BT2BH8,EGVA,EGVA.DE,suffix
LU2533811910,BJLL,BJLL.DE,suffix
IE00BKC94M46,SPFV,SPFV.DE,suffix
LU2009147591,XGLU,XGLU.DE,suffix
IE000RN58M26,CBUV,CBUV.DE,suffix
IE0009EDBBS3,GIGE,GIGE.DE,suffix
IE000RMSPY39,CIRC,CIRC.DE,suffix
LU0671493277,UEFD,UEFD.DE,suffix
IE000L2IS494,XDGS,XDGS.DE,suffix
IE000EJ2EHO7,CSY9,CSY9.DE,suffix
LU1681046931,GC40,GC40.DE,suffix
IE00085PWS28,WEXE,WEXE.DE,suffix
LU0290355717,XGLE,XGLE.DE,suffix
LU2675291913,XMCM,XMCM.DE,suffix
IE000J4FE268,ACPH,ACPH.DE,suffix
IE00BKVL7D31,MVEE,MVEE.DE,suffix
LU1484799843,4UBF,4UBF.DE,suffix
LU2673522913,XM29,XM29.DE,suffix
LU2182388236,PR10,PR10.DE,suffix
IE00BGPP6697,IBB1,IBB1.DE,suffix
LU0950674332,SEAC,SEAC.DE,suffix
IE00BBQ2W338,H411,HMAD.L,isin_search
